gene	siADNP1	siADNP2	siADNP3	SCR1	SCR2	SCR3
RLN1	0	0	2	0	1	0
RLN2	0	0	0	0	0	0
RLN3	0	0	0	0	0	0
RLTPR	97	94	85	62	73	57
RMI1	410	490	464	531	554	509
RMI2	64	62	48	65	64	51
RMND1	366	447	368	439	586	409
RMND5A	842	1069	808	1289	1508	1243
RMND5B	117	118	115	156	166	149
RMRP	88767	81834	75273	80017	99123	67247
RMST	2	0	0	0	0	1
RN45S	0	0	0	0	0	0
RN5-8S1	0	0	0	0	0	0
RNASE1	5	9	11	3	12	4
RNASE10	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0
RNASE13	0	0	0	2	0	0
RNASE2	0	0	0	0	0	0
RNASE3	0	0	0	0	0	0
RNASE4	24	35	41	19	27	20
RNASE6	0	0	0	0	0	0
RNASE7	0	0	0	0	0	0
RNASE8	0	0	0	0	0	0
RNASE9	0	0	0	0	1	0
RNASEH1	518	553	443	550	551	503
RNASEH2A	347	360	358	417	460	373
RNASEH2B	134	145	142	159	173	164
RNASEH2C	159	172	144	142	186	153
RNASEK	12	6	6	13	13	5
RNASEK-C17ORF49	0	0	0	0	0	0
RNASEL	45	62	56	59	75	75
RNASET2	128	122	113	107	89	96
RND1	10	6	18	5	14	9
RND2	6	9	7	8	5	3
RND3	108	120	117	146	196	124
RNF10	766	883	718	1094	1158	948
RNF103	152	196	132	167	208	160
RNF103-CHMP3	1	1	2	2	2	2
RNF11	239	296	225	257	352	287
RNF111	735	852	706	859	947	772
RNF112	3	2	0	4	4	1
RNF113A	54	58	59	75	63	59
RNF113B	1	0	0	0	0	0
RNF114	572	639	511	576	679	540
RNF115	97	118	111	95	141	104
RNF121	162	198	146	162	186	164
RNF122	27	23	21	14	27	21
RNF123	411	479	421	471	586	469
RNF125	193	204	192	278	337	254
RNF126	329	377	321	372	495	392
RNF126P1	0	0	1	0	0	0
RNF128	27	31	38	36	45	39
RNF13	331	382	335	423	499	336
RNF130	523	626	513	537	657	540
RNF133	0	1	2	1	0	1
RNF135	42	60	41	40	53	29
RNF138	474	544	488	707	800	669
RNF138P1	10	11	6	7	3	13
RNF139	486	628	558	769	855	653
RNF14	338	346	280	366	414	353
RNF141	1471	1460	1228	1585	1800	1401
RNF144A	240	329	249	219	262	199
RNF144B	22	37	30	61	46	40
RNF145	802	1025	790	781	929	754
RNF146	169	212	170	185	243	176
RNF148	2	1	1	3	2	2
RNF149	187	256	178	225	240	211
RNF150	0	0	0	0	0	0
RNF151	0	0	0	0	3	2
RNF152	3	7	7	1	2	0
RNF157	8	8	2	7	8	6
RNF165	26	31	14	24	45	33
RNF166	126	142	122	147	169	156
RNF167	271	345	311	345	382	331
RNF168	426	539	423	596	691	544
RNF169	831	948	717	902	1223	958
RNF17	0	0	0	0	0	0
RNF170	51	51	51	61	83	71
RNF175	0	0	0	0	0	0
RNF180	0	0	0	0	0	0
RNF181	740	658	635	888	968	775
RNF182	51	70	55	69	67	73
RNF183	0	0	0	0	2	0
RNF185	193	179	173	230	269	213
RNF186	0	0	0	0	0	0
RNF187	389	414	396	426	458	404
RNF19A	171	191	179	245	293	247
RNF19B	207	219	183	260	233	199
RNF2	436	501	389	469	584	455
RNF20	847	1036	842	1181	1313	1005
RNF207	92	102	78	85	95	81
RNF208	46	50	55	49	60	36
RNF212	1	0	0	0	0	0
RNF213	952	1082	833	963	1114	953
RNF214	178	212	189	225	254	207
RNF215	47	55	34	58	51	52
RNF216	968	1160	996	1189	1265	1018
RNF216P1	136	137	116	155	189	171
RNF217	84	86	70	80	124	90
RNF219	351	376	341	412	495	391
RNF220	198	240	223	269	286	261
RNF222	0	0	0	0	0	0
RNF223	8	12	9	11	13	6
RNF224	1	2	2	3	1	2
RNF24	76	99	73	75	95	63
RNF25	166	182	135	169	214	174
RNF26	326	320	319	306	353	297
RNF31	392	435	371	400	476	353
RNF32	9	7	13	17	16	13
RNF34	418	446	386	523	563	490
RNF38	464	502	407	634	748	599
RNF39	0	0	1	0	0	3
RNF4	1035	1152	964	1376	1718	1348
RNF40	1557	1630	1452	1633	1826	1500
RNF41	418	508	500	549	646	548
RNF43	731	797	645	693	727	611
RNF44	132	164	148	186	191	149
RNF5	0	0	0	0	0	0
RNF5P1	5	5	5	5	10	10
RNF6	1085	1152	1002	1321	1451	1130
RNF7	693	724	664	671	874	684
RNF8	367	366	329	401	473	399
RNFT1	136	181	158	213	269	198
RNFT2	196	243	200	210	231	176
RNGTT	584	765	637	709	772	617
RNH1	619	623	592	797	827	707
RNLS	0	0	1	0	0	0
RNMT	927	1198	1043	1292	1571	1200
RNMTL1	227	243	208	257	326	248
RNPC3	91	94	78	111	119	96
RNPEP	411	493	423	551	601	529
RNPEPL1	233	252	214	205	274	192
RNPS1	1392	1437	1302	1258	1365	1077
RNU11	55	77	81	106	119	123
RNU12	609	622	609	638	497	655
RNU4ATAC	5	2	5	5	8	1
RNU5D-1	0	0	0	0	0	0
RNU5E-1	0	0	0	0	0	0
RNU5F-1	0	1	0	1	0	0
RNU6ATAC	34	36	38	21	40	36
RNU86	11	6	5	6	12	7
RNY4	0	0	0	0	1	0
RNY5	0	0	0	0	0	0
ROBO1	2	1	1	0	1	2
ROBO2	1	2	0	3	3	2
ROBO3	98	120	79	86	113	85
ROBO4	0	0	0	0	1	0
ROCK1	1372	1545	1231	1608	1830	1603
ROCK1P1	3	3	2	7	4	6
ROCK2	1461	1716	1327	1479	1706	1409
ROGDI	74	76	74	68	100	87
ROM1	7	2	2	0	1	2
ROMO1	362	348	329	401	481	407
ROPN1	0	0	0	0	0	0
ROPN1B	1	0	1	3	2	1
ROPN1L	0	3	4	3	0	5
ROR1	52	75	60	70	85	70
ROR2	187	180	148	163	160	131
RORA	0	0	1	2	0	1
RORB	1	0	0	0	0	0
RORC	4	2	3	3	2	0
ROS1	0	0	0	0	0	1
RP1	0	0	0	1	0	1
RP1-177G6.2	0	0	0	0	0	0
RP11-165H20.1	0	0	0	0	0	0
RP1L1	6	6	6	6	4	2
RP2	169	190	167	189	235	148
RP9	78	71	56	68	93	67
RP9P	46	48	40	61	58	45
RPA1	1572	1912	1604	1972	2160	1808
RPA2	643	649	544	759	838	640
RPA3	234	231	215	225	261	236
RPA4	0	0	0	2	0	1
RPAIN	427	474	425	471	543	419
RPAP1	347	381	350	436	480	398
RPAP2	308	355	294	465	485	374
RPAP3	512	564	480	632	700	582
RPE	361	405	361	429	512	414
RPE65	1	0	0	0	0	0
RPF1	1574	1430	1310	1677	1886	1519
RPF2	538	651	501	620	691	514
RPGR	109	128	91	153	125	98
RPGRIP1	2	0	0	0	1	0
RPGRIP1L	304	354	273	329	382	307
RPH3A	0	2	0	1	1	1
RPH3AL	34	21	20	37	42	27
RPIA	228	285	272	300	367	272
RPL10	6087	6102	5846	8241	10002	7389
RPL10A	3663	3965	3510	4209	4815	4085
RPL10L	0	0	0	0	0	0
RPL11	9836	9819	9383	10697	12096	9552
RPL12	8699	9205	8283	10442	12089	9523
RPL13	4612	5160	4554	4724	5701	4893
RPL13A	646	724	698	1059	1221	992
RPL13AP17	0	0	0	0	1	1
RPL13AP20	8	3	8	5	5	4
RPL13AP3	1	0	0	0	1	0
RPL13AP5	0	0	0	0	0	0
RPL13AP6	0	0	0	1	0	0
RPL13P5	9	23	14	12	19	21
RPL14	6785	6732	6261	7725	8857	7233
RPL15	3282	3994	3471	4260	4931	4317
RPL17	574	547	451	676	776	639
RPL17-C18ORF32	0	0	0	0	0	0
RPL18	4095	4282	4147	4585	5276	4264
RPL18A	783	959	817	935	1142	1041
RPL19	5961	6244	5846	7268	8335	6371
RPL19P12	8	4	3	12	4	3
RPL21	0	0	0	0	0	0
RPL21P28	0	0	0	0	0	0
RPL21P44	2	3	1	0	2	0
RPL22	3428	3033	3006	3650	4107	3063
RPL22L1	1965	2077	1971	2305	2540	2048
RPL23	5396	5285	4870	5979	7467	5576
RPL23A	15531	14169	13349	14422	17543	12972
RPL23AP32	1	0	2	1	2	0
RPL23AP53	101	105	90	160	152	140
RPL23AP64	0	0	0	0	0	0
RPL23AP7	68	58	67	144	123	115
RPL23AP82	65	53	55	83	92	60
RPL23P8	0	1	1	1	0	1
RPL24	6222	6126	5874	6581	7790	6260
RPL26	13064	12058	11384	13750	16149	11810
RPL26L1	250	213	240	278	297	240
RPL27	3517	3644	3543	4266	4902	3794
RPL27A	9302	9597	9021	10670	12083	9053
RPL28	6463	6339	6393	7566	9235	7221
RPL29	5579	5558	5143	6016	6817	5482
RPL29P2	0	0	0	0	0	0
RPL3	7592	8975	8359	9619	11293	9351
RPL30	8660	8688	8306	9041	10752	8421
RPL31	6131	6088	5656	6663	8022	5961
RPL31P11	0	0	0	0	0	0
RPL32	8126	8143	7731	9468	10934	8319
RPL32P3	45	43	43	61	55	41
RPL34	2590	2672	2470	2955	3476	2730
RPL35	9195	8815	8404	9696	11566	9314
RPL35A	1456	1451	1359	1530	1787	1356
RPL36	5656	5597	5327	6262	7338	5555
RPL36A	37	49	38	65	56	38
RPL36A-HNRNPH2	0	0	0	0	0	0
RPL36AL	3243	3106	2817	3750	4312	3399
RPL37	23517	20706	20762	23136	29723	20408
RPL37A	6784	6843	6456	6995	8764	6721
RPL38	8406	8330	7666	8706	10310	7853
RPL39	217	272	237	231	294	197
RPL39L	0	0	0	0	0	0
RPL3L	0	1	2	1	1	0
RPL4	25108	26492	24116	30339	35112	27094
RPL41	2117	1937	1881	2355	2631	2034
RPL5	8767	9527	8744	11025	12490	10199
RPL6	3644	4631	4207	4717	5220	4261
RPL7	9254	9176	8637	10176	11430	8773
RPL7A	3969	4606	4364	4590	5334	4333
RPL7L1	781	760	675	792	995	786
RPL8	19304	19616	18271	21597	25741	19947
RPL9	2882	3261	2854	3407	3911	3121
RPLP0	10343	11563	10091	11750	14213	11584
RPLP0P2	6	2	4	1	4	2
RPLP1	2930	2981	2437	3275	3598	3077
RPLP2	6606	6582	6123	7236	8343	6273
RPN1	2681	3188	2677	3320	3563	3037
RPN2	1756	2108	1788	2328	2497	2055
RPP14	266	312	240	278	340	250
RPP21	28	37	15	18	27	17
RPP25	45	54	37	45	48	45
RPP30	466	519	467	607	629	493
RPP38	156	175	159	161	208	159
RPP40	362	411	369	386	458	364
RPPH1	8937	9204	9052	8404	9433	8524
RPRD1A	949	1255	1029	1351	1574	1264
RPRD1B	382	430	339	398	463	405
RPRD2	910	980	774	926	1114	858
RPRM	0	0	1	0	0	0
RPRML	3	1	4	4	1	1
RPS10	116	82	74	128	148	141
RPS10-NUDT3	0	0	0	0	0	0
RPS10P7	4	1	3	8	9	10
RPS11	20508	18266	18207	20966	25733	18312
RPS12	11982	11806	11222	15616	17901	14149
RPS13	3360	3423	3193	4212	4616	3667
RPS14	3826	3922	3556	4117	5016	3883
RPS15	5563	5166	5389	5871	6709	5177
RPS15A	6799	6611	6406	7239	8949	6345
RPS15AP10	6	11	4	4	5	10
RPS16	4850	5214	4795	5406	6384	4966
RPS16P5	24	39	13	23	29	20
RPS17	0	0	0	0	0	0
RPS17L	0	0	0	0	0	0
RPS18	9181	9099	8898	9512	11530	8798
RPS19	6934	6790	6487	7620	9080	7159
RPS19BP1	407	487	378	564	631	537
RPS2	9870	11176	10096	11738	13787	11276
RPS20	4644	4645	4160	5729	6756	5315
RPS21	9225	9051	8609	10240	11835	9361
RPS23	7541	7052	6744	8813	10582	7937
RPS24	4152	4150	3958	4475	5159	3826
RPS25	4376	4172	3839	4951	5749	4372
RPS26	3401	3430	3274	3938	4502	3669
RPS26P11	0	1	0	0	0	0
RPS27	5007	4721	4661	5681	6650	5066
RPS27A	3411	3641	3509	4284	4962	3995
RPS27L	507	503	453	869	1048	767
RPS28	1320	1302	1203	1300	1667	1295
RPS29	4851	4369	4627	5089	6280	4436
RPS2P32	0	0	0	0	0	0
RPS3	4838	5269	4850	5091	5871	5016
RPS3A	5585	5391	4842	6202	6974	5536
RPS4X	11328	12544	11427	15751	18460	14802
RPS4Y1	7	6	8	7	7	10
RPS4Y2	0	0	0	0	0	0
RPS5	6499	6622	6033	7348	8988	7342
RPS6	4952	5393	4957	5859	6362	5175
RPS6KA1	253	307	232	313	356	328
RPS6KA2	65	83	59	48	63	58
RPS6KA3	815	989	725	1062	1227	986
RPS6KA4	376	396	337	358	417	350
RPS6KA5	175	231	191	258	331	232
RPS6KA6	0	0	0	0	0	0
RPS6KB1	962	1199	991	1120	1243	1082
RPS6KB2	253	290	247	322	390	297
RPS6KC1	486	484	440	622	651	557
RPS6KL1	26	33	38	35	38	43
RPS7	13117	12139	11312	13898	16180	12132
RPS7P5	0	0	0	0	0	1
RPS8	4604	5209	4867	5913	6880	5684
RPS9	2655	2710	2406	2989	3615	2971
RPSA	15215	15612	14471	15726	18701	13922
RPSAP52	8	6	4	4	2	6
RPSAP58	9	12	13	29	26	14
RPSAP9	1	2	2	2	1	0
RPTN	0	0	0	0	1	0
RPTOR	845	1014	804	829	920	787
RPUSD1	357	375	356	349	406	411
RPUSD2	133	134	116	162	171	135
RPUSD3	212	250	212	291	333	248
RPUSD4	398	424	360	479	482	449
RQCD1	531	551	495	724	766	621
RRAD	1	7	6	5	4	0
RRAGA	185	183	175	220	238	210
RRAGB	40	55	39	64	53	53
RRAGC	153	128	165	140	215	142
RRAGD	172	246	232	336	386	297
RRAS	163	185	181	189	264	195
RRAS2	88	143	119	170	202	151
RRBP1	1341	1397	1254	1578	1776	1461
RREB1	704	879	701	858	987	796
RRH	3	1	7	5	6	3
RRM1	3177	3554	3239	4505	5146	3868
RRM2	3899	4211	3556	5261	5976	4595
RRM2B	1017	1328	1142	1529	1918	1532
RRN3	857	915	804	996	1083	925
RRN3P1	13	9	14	16	11	19
RRN3P2	0	3	1	4	1	1
RRN3P3	36	32	28	38	52	46
RRNAD1	65	94	75	83	88	91
RRP1	463	484	439	513	566	404
RRP12	800	949	763	902	1100	899
RRP15	661	730	647	858	900	744
RRP1B	1137	1388	1072	1198	1318	1114
RRP36	693	741	724	898	917	777
RRP7A	500	593	531	603	680	571
RRP7B	143	154	141	145	141	110
RRP8	138	110	117	143	207	152
RRP9	493	502	420	525	547	455
RRS1	776	785	661	839	884	703
RS1	0	0	0	0	0	0
RSAD1	281	316	276	307	336	282
RSAD2	0	1	1	1	0	0
RSBN1	280	370	295	376	456	361
RSBN1L	379	429	347	445	517	424
RSC1A1	97	119	82	157	147	124
RSF1	938	1018	866	825	1065	796
RSG1	21	20	13	21	24	35
RSL1D1	2229	2645	2146	2718	2891	2437
RSL24D1	905	1131	1083	1145	1324	1049
RSPH1	5	9	11	5	12	11
RSPH10B	0	0	0	0	0	0
RSPH10B2	0	0	0	0	0	0
RSPH3	159	190	171	219	302	221
RSPH4A	4	5	1	6	2	10
RSPH6A	3	0	0	2	2	0
RSPH9	0	0	0	0	0	0
RSPO1	1	0	1	0	0	0
RSPO2	0	0	0	0	0	0
RSPO3	0	0	0	0	1	0
RSPO4	7	2	2	4	2	8
RSPRY1	283	281	256	287	332	302
RSRC1	343	372	324	450	537	387
RSRC2	995	1055	1007	1142	1307	1021
RSU1	270	265	247	300	365	303
RTBDN	28	27	30	12	16	13
RTCD1	288	334	280	398	403	358
RTDR1	1	1	2	3	1	1
RTEL1	21	23	18	16	23	12
RTEL1-TNFRSF6B	1	3	2	2	0	5
RTF1	458	535	384	407	375	358
RTKN	376	412	364	404	474	377
RTKN2	299	396	287	301	302	285
RTL1	0	0	0	0	0	1
RTN1	3	8	1	1	2	6
RTN2	47	42	48	39	46	38
RTN3	1089	1316	1105	1204	1397	1123
RTN4	2682	3089	2762	3288	3992	3066
RTN4IP1	82	70	68	82	119	93
RTN4R	151	147	123	115	131	118
RTN4RL1	52	46	39	42	44	46
RTN4RL2	59	79	51	38	49	33
RTP1	0	0	0	0	0	0
RTP2	0	0	0	0	0	1
RTP3	0	0	0	0	0	0
RTP4	0	0	0	0	0	0
RTTN	774	920	703	877	986	839
RUFY1	339	427	323	416	468	428
RUFY2	127	130	116	126	138	133
RUFY3	315	331	276	467	447	362
RUFY4	1	0	2	0	1	1
RUNDC1	269	289	192	284	271	250
RUNDC3A	8	2	3	3	0	3
RUNDC3B	54	76	69	67	85	69
RUNX1	468	551	489	555	553	467
RUNX1-IT1	2	0	0	0	0	0
RUNX1T1	2	1	1	5	1	1
RUNX2	47	60	30	31	31	16
RUNX3	210	289	213	200	259	246
RUSC1	253	309	262	201	245	226
RUSC1-AS1	4	4	2	2	9	8
RUSC2	136	117	91	139	147	111
RUVBL1	1347	1524	1235	1452	1550	1336
RUVBL2	1874	2102	1895	1858	2043	1610
RWDD1	425	487	384	610	751	616
RWDD2A	17	25	23	32	31	37
RWDD2B	281	323	294	367	423	352
RWDD3	70	62	57	53	59	49
RWDD4	59	64	63	90	90	64
RXFP1	0	1	0	0	0	0
RXFP2	0	0	0	2	0	0
RXFP3	0	0	0	1	0	0
RXFP4	0	0	0	0	0	0
RXRA	380	408	352	469	523	420
RXRB	96	141	108	156	159	149
RXRG	0	0	0	0	0	0
RYBP	363	417	326	459	523	355
RYK	524	641	567	574	652	547
RYR1	56	53	42	44	65	33
RYR2	1	0	0	1	3	1
RYR3	1	0	0	1	0	1
S100A1	3	1	6	0	0	0
S100A10	887	974	873	1375	1685	1296
S100A11	1862	1802	1774	2743	3522	2391
S100A12	0	0	0	0	0	0
S100A13	407	428	406	459	479	393
S100A14	1037	978	851	1120	1434	1061
S100A16	603	622	533	647	768	650
S100A2	19	20	19	36	41	34
S100A3	25	24	20	15	12	11
S100A4	128	123	108	73	82	71
S100A5	1	2	3	1	0	0
S100A6	2164	2140	1861	2636	3333	2525
S100A7	0	0	2	0	0	0
S100A7A	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0
S100A8	0	0	0	0	0	0
S100A9	0	0	0	0	0	0
S100B	1	0	0	0	0	0
S100G	0	0	0	0	0	0
S100P	1	0	2	0	0	0
S100PBP	236	292	245	319	330	278
S100Z	0	0	0	0	0	0
S1PR1	0	0	1	1	0	0
S1PR2	142	158	118	132	147	125
S1PR3	0	0	0	1	0	0
S1PR4	0	0	0	0	0	0
S1PR5	69	53	42	36	55	24
SAA1	1	0	0	0	0	0
SAA2	0	2	0	0	2	1
SAA2-SAA4	0	0	0	0	0	0
SAA3P	0	0	0	0	0	0
SAA4	0	0	0	0	0	0
SAAL1	730	817	718	885	952	745
SAC3D1	156	154	119	150	146	149
SACM1L	822	936	793	960	1059	809
SACS	2487	2975	2034	2390	3043	2535
SAE1	2362	2589	2314	2748	3015	2434
SAFB	1306	1367	1166	1398	1401	1174
SAFB2	610	601	441	528	610	566
SAG	1	0	0	0	0	0
SAGE1	0	0	0	0	0	2
SALL1	0	0	0	0	0	0
SALL2	0	0	0	1	0	0
SALL3	0	0	0	0	0	0
SALL4	14	18	13	8	15	25
SAMD1	60	78	59	74	89	68
SAMD10	11	9	13	17	12	14
SAMD11	5	7	5	4	1	2
SAMD12	243	299	205	265	323	221
SAMD12-AS1	4	3	2	0	0	1
SAMD13	73	79	68	79	78	72
SAMD14	2	1	3	4	2	2
SAMD15	39	23	31	27	35	27
SAMD3	59	74	55	66	89	78
SAMD4A	79	92	87	126	135	102
SAMD4B	517	676	555	604	674	623
SAMD5	112	140	111	168	160	124
SAMD7	2	0	0	0	0	0
SAMD8	651	686	561	636	718	615
SAMD9	159	212	150	226	266	224
SAMD9L	1	1	0	0	0	0
SAMHD1	266	267	225	241	302	230
SAMM50	433	459	439	566	641	520
SAMSN1	2	0	3	0	2	1
SAP130	702	815	699	875	939	734
SAP18	1754	1680	1569	1929	2160	1650
SAP25	4	13	11	6	7	8
SAP30	36	35	40	55	40	42
SAP30BP	706	722	601	844	954	759
SAP30L	155	173	148	172	185	164
SAPCD1	0	0	0	0	0	0
SAPCD2	471	519	425	651	727	670
SAR1A	1153	1272	1047	1544	1685	1461
SAR1B	349	363	363	268	293	272
SARDH	27	30	18	18	15	11
SARM1	7	6	3	5	5	3
SARNP	1341	1452	1210	1564	1883	1421
SARS	1495	1819	1535	1872	2157	1581
SARS2	189	185	158	177	191	155
SART1	836	967	760	938	1162	803
SART3	1588	1707	1486	1823	2026	1532
SASH1	187	213	190	203	237	171
SASH3	0	2	0	1	1	0
SASS6	403	449	367	534	599	478
SAT1	2675	2758	2583	2512	3336	2331
SAT2	87	99	87	114	135	120
SATB1	10	10	8	18	26	20
SATB2	456	538	471	464	577	466
SATL1	0	0	0	0	0	0
SAV1	263	296	209	296	313	242
SAYSD1	43	28	28	38	61	43
SBDS	410	494	398	562	587	550
SBDSP1	324	399	332	455	481	413
SBF1	1167	1173	1028	1257	1450	1245
SBF1P1	0	0	0	0	0	0
SBF2	574	666	535	618	718	606
SBK1	182	189	156	186	175	138
SBK2	0	1	0	0	0	0
SBNO1	1672	1974	1628	1527	1827	1443
SBNO2	398	485	403	381	500	422
SBSN	11	6	5	4	2	0
SC5DL	560	628	564	609	695	580
SCAF1	427	495	434	502	573	512
SCAF11	1659	1951	1596	2242	2558	2002
SCAF4	638	704	539	668	711	578
SCAF8	938	1066	809	970	1042	883
SCAI	220	241	149	196	224	186
SCAMP1	627	775	632	418	540	381
SCAMP2	386	442	344	372	472	374
SCAMP3	758	814	727	814	918	737
SCAMP4	341	407	364	394	453	359
SCAMP5	50	53	42	55	52	58
SCAND1	141	115	102	127	190	124
SCAND2	54	59	67	62	95	68
SCAND3	0	0	0	0	0	0
SCAP	460	539	428	493	558	432
SCAPER	162	193	129	178	209	170
SCARA3	552	590	571	394	506	366
SCARA5	6	3	5	0	0	1
SCARB1	1070	1080	928	752	865	706
SCARB2	659	706	602	705	861	672
SCARF1	2	8	3	4	4	4
SCARF2	10	1	6	9	3	5
SCARNA1	127	133	118	124	121	135
SCARNA10	16	35	16	15	16	20
SCARNA11	0	1	0	2	2	0
SCARNA12	180	171	164	200	215	183
SCARNA13	0	0	0	0	0	0
SCARNA14	0	4	3	0	1	1
SCARNA15	5	11	10	5	10	9
SCARNA16	33	32	22	40	38	35
SCARNA17	367	361	315	257	341	245
SCARNA18	3	7	3	7	7	3
SCARNA2	92	104	67	82	117	89
SCARNA20	2	3	2	4	5	0
SCARNA21	25	24	21	25	25	29
SCARNA22	18	43	27	40	50	34
SCARNA23	3	1	0	0	0	3
SCARNA27	13	21	15	30	22	19
SCARNA3	4	3	1	2	2	5
SCARNA4	8	9	5	3	4	11
SCARNA5	227	199	187	229	339	188
SCARNA6	22	10	17	16	30	22
SCARNA7	2597	2089	2471	3105	3265	2609
SCARNA8	3	4	2	2	5	5
SCARNA9	238	189	168	218	296	183
SCARNA9L	34	54	43	48	62	50
SCCPDH	2	2	0	0	1	0
SCD	19398	22929	19459	19769	22718	18972
SCD5	175	209	213	193	248	197
SCEL	2	0	0	0	1	1
SCFD1	463	619	470	745	673	680
SCFD2	308	324	248	334	363	293
SCG2	120	88	98	124	161	96
SCG3	2	0	2	0	3	0
SCG5	15	12	8	16	14	11
SCGB1A1	0	0	0	0	0	0
SCGB1B2P	1	1	3	1	1	0
SCGB1C1	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0
SCGB2A1	0	0	0	0	1	0
SCGB2A2	0	0	0	0	0	0
SCGB2B2	0	0	0	0	0	0
SCGB2B3P	0	0	0	0	0	0
SCGB3A1	0	0	0	0	0	0
SCGB3A2	0	0	0	0	0	0
SCGN	0	0	0	0	0	0
SCHIP1	0	0	0	0	0	0
SCIMP	1	0	0	0	0	0
SCIN	1	3	3	1	0	0
SCLT1	149	176	130	169	231	184
SCLY	11	14	11	12	15	20
SCMH1	351	413	351	499	531	375
SCML1	96	88	91	116	161	112
SCML2	184	202	162	257	312	244
SCML4	0	0	0	0	0	0
SCN10A	0	0	0	0	0	0
SCN11A	0	0	1	5	0	1
SCN1A	0	1	0	0	0	0
SCN1B	49	53	43	30	30	27
SCN2A	2	1	1	2	4	2
SCN2B	1	1	0	0	0	0
SCN3A	0	0	2	2	0	0
SCN3B	2	8	2	7	4	1
SCN4A	9	19	12	4	8	3
SCN4B	3	4	0	3	2	0
SCN5A	151	186	174	186	181	161
SCN7A	0	0	0	0	1	0
SCN8A	253	323	219	233	293	221
SCN9A	3	3	1	10	2	2
SCNM1	46	72	63	70	83	59
SCNN1A	550	618	498	357	442	394
SCNN1B	2	1	2	1	2	1
SCNN1D	10	20	9	9	15	6
SCNN1G	1	1	1	2	0	0
SCO1	494	577	476	646	659	537
SCO2	167	130	119	168	202	162
SCOC	317	410	322	392	454	388
SCP2	409	473	350	489	576	493
SCPEP1	198	227	158	169	205	154
SCRG1	0	0	0	0	0	0
SCRIB	1041	1145	923	1161	1390	1140
SCRN1	2333	2706	2235	2683	3151	2585
SCRN2	96	87	83	73	75	60
SCRN3	66	68	48	104	115	78
SCRT1	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0
SCT	0	0	0	0	1	0
SCTR	0	0	0	1	0	0
SCUBE1	51	41	44	23	25	23
SCUBE2	5	1	1	7	2	3
SCUBE3	1	0	0	1	0	0
SCXA	0	0	0	0	0	0
SCXB	0	0	0	0	0	0
SCYL1	729	845	693	860	963	774
SCYL2	611	721	672	819	949	793
SCYL3	123	118	102	139	133	138
SDAD1	1081	1207	1023	1431	1646	1263
SDC1	409	491	438	374	373	327
SDC2	0	0	0	0	0	0
SDC3	577	616	588	620	732	574
SDC4	224	312	266	476	523	414
SDC4P	0	0	0	0	0	0
SDCBP	1001	1136	916	1143	1273	1120
SDCBP2	1	0	0	0	0	0
SDCCAG3	378	446	351	420	488	405
SDCCAG8	535	475	496	634	724	546
SDF2	178	209	190	209	227	212
SDF2L1	311	320	292	274	312	283
SDF4	506	533	456	531	565	461
SDHA	898	1001	883	1091	1184	988
SDHAF1	53	53	48	64	72	84
SDHAF2	266	291	231	338	391	326
SDHAP1	121	122	110	118	147	91
SDHAP2	97	117	85	107	112	97
SDHAP3	106	83	79	72	90	83
SDHB	1372	1692	1444	1789	2128	1699
SDHC	328	375	346	427	466	409
SDHD	299	354	331	338	390	350
SDK1	0	0	0	2	0	0
SDK2	0	0	0	0	0	0
SDPR	1	2	2	1	2	6
SDR16C5	17	12	15	11	19	15
SDR39U1	166	156	128	166	186	138
SDR42E1	297	344	284	350	372	340
SDR9C7	0	1	0	0	2	0
SDS	0	0	2	0	1	0
SDSL	78	95	78	105	125	110
SEBOX	0	0	0	0	0	0
SEC1	1	0	0	1	2	0
SEC11A	554	628	474	674	726	604
SEC11C	488	497	457	645	665	476
SEC13	1017	1033	936	1083	1101	924
SEC14L1	858	952	738	794	868	780
SEC14L2	75	105	78	87	100	78
SEC14L3	0	0	0	0	0	0
SEC14L4	100	100	73	69	125	86
SEC14L5	4	2	2	1	2	2
SEC14L6	0	0	0	0	0	0
SEC16A	1184	1410	1061	1141	1280	1020
SEC16B	3	2	4	5	9	9
SEC22A	127	142	109	193	207	157
SEC22B	650	732	602	669	780	697
SEC22C	457	501	415	534	580	490
SEC23A	782	1034	769	1170	1259	1112
SEC23B	1544	1769	1572	2290	2607	2185
SEC23IP	1335	1643	1346	1699	1830	1521
SEC24A	655	757	561	607	716	572
SEC24B	727	880	754	714	940	708
SEC24C	1092	1169	1055	1470	1673	1312
SEC24D	457	478	425	541	685	512
SEC31A	1397	1551	1314	1812	2084	1648
SEC31B	232	277	236	265	275	247
SEC61A1	2005	2430	1938	2562	2692	2268
SEC61A2	75	93	68	56	51	52
SEC61B	264	280	220	363	391	313
SEC61G	1844	1728	1709	2042	2608	1823
SEC62	701	839	635	913	1111	806
SEC63	591	680	588	668	688	535
SECISBP2	359	408	366	355	424	399
SECISBP2L	663	767	609	661	787	586
SECTM1	27	36	22	16	26	16
