Symbol	Lung-60-2710-01	Lung-18-4086-01	Lung-22-4613-01	Lung-37-4132-01	Lung-22-4591-01	Lung-18-3410-01	Lung-64-1680-01	Lung-21-1070-01	Lung-66-2780-01	Lung-66-2787-01	Lung-66-2766-01
GDI1	-0.33075	-0.05775	-0.7065	0.1775	-0.0235	0.038	-0.92775	0.1295	-0.423	0.2295	0.07325
ARL5A	0.6678	1.4025	0.2092	1.4032	1.1755	0.5862	1.0655	0.312	0.8413	1.6855	1.8729
CBY1	0.682166667	0.505333333	0.1415	0.151166667	1.998666667	0.885166667	2.242333333	-0.749833333	1.289333333	-0.183666667	1.167833333
ARL5B	0.2905	0.68525	-0.376625	1.192375	1.511	1.870875	0.517875	1.26825	0.9985	0.341375	1.181875
SFRS4	0.4555	0.148625	-2.3705	-0.291875	-1.2775	-0.081	-0.889	-0.026375	-0.51475	-0.0895	-0.3445
ADAM5P	0.119	0.17	-2.135	0.328	-1.419	0.8235	-0.7795	0.2785	0.0895	-0.15	-0.338
SPG21	0.59525	0.532	0.5205	0.12575	0.0795	0.12825	-0.073	0.1625	0.13725	0.18575	0.0545
ERLIN2	0.471625	0.129125	-0.654875	0.20275	2.68625	1.199	1.6175	1.55775	1.900625	0.139875	-0.04925
CALM1	1.0614	0.87935	0.96895	0.6412	1.5588	-0.28445	0.4989	1.54155	1.3873	1.121	0.6317
PSAP	1.422571429	0.475	1.708285714	0.503285714	0.755142857	1.558	1.132357143	1.406571429	0.650785714	1.267428571	0.486071429
GABRP	1.244666667	0.720666667	1.2756	0.3585	1.143	4.950166667	0.885833333	1.066333333	0.898333333	0.899166667	-0.208666667
NDUFV1	-0.66925	-0.79775	-0.7165	-0.68125	-0.9825	-0.984	-1.17975	-0.37275	-1.16425	-0.62925	-0.8875
APITD1	0.197833333	0.196666667	0.275166667	0.701	0.989	0.177333333	0.031333333	-0.941	-0.288833333	-0.409333333	-0.3175
WDR35	-0.862	-1.741	-0.30625	0.3775	1.0245	0.79875	0.54525	0.406	0.17575	-1.0085	-2.0075
KRT16	4.993166667	4.810833333	3.575666667	-1.610666667	-0.454	3.705	0.875166667	4.086166667	2.599333333	3.983666667	3.986166667
DKFZP566E164	-0.406	0.3925	-0.0645	-0.4045	-0.9755	1.9025	-0.74175	2.5065	0.5985	-1.197	0.315
WDR36	-0.992083333	-1.229666667	-0.769166667	-1.439833333	-1.371666667	-1.115083333	-0.493083333	-0.357916667	-0.538083333	-0.787833333	-0.537
WDR31	0.3234	-0.1621	0.5967	0.4687	0.3664	-0.0492	0.3991	-0.1766	-0.8421	-0.6386	-0.328
KRT12	-2.700666667	-1.363	-0.6132	-0.5154	-1.021	-2.459166667	-1.797833333	-2.04	-0.844333333	-2.317833333	-0.989833333
WDR33	-0.125833333	-0.361	0.107333333	0.1875	-0.718	0.737333333	0.177166667	0.061	-0.457333333	0.1935	-0.505166667
WDR32	-0.4081	-0.3654	-0.408444444	-0.4889	-0.5513	-0.3906	-0.4089	0.7118	0.3794	0.3452	-0.4888
GABRE	-0.255125	1.84625	-1.588375	-2.0095	0.71975	-2.016625	-1.172375	1.325375	-0.137	1.83275	0.137125
GABRD	0.6171	0.7958	0.210111111	0.6294	0.3536	0.1455	0.488	0.7022	0.5488	0.3141	0.7062
IL15RA	1.05225	1.57875	0.28675	2.1525	-0.239	1.77975	1.45775	2.61625	1.9535	0.6075	1.031
WDR38	0.4785	0.863	-0.2355	0.059	0.9175	1.0145	3.4925	0.312	0.2085	0.4925	0.374
CRIP3	-2.40425	-1.5675	-2.3435	-0.989	-0.83375	-2.53125	-1.11175	-1.189	-2.1135	-2.06125	-0.6155
KRT18	-0.992727273	-1.809090909	-2.322363636	-2.069181818	-1.238545455	-2.228	-1.243090909	-0.549090909	-1.057181818	0.222909091	-2.191909091
MIA3	-0.033166667	-0.795	-0.538166667	-0.4595	-0.466	-0.5665	0.846333333	-0.015833333	-0.037	0.0925	-0.633666667
TLE3	0.410055556	0.146055556	-0.062666667	0.021222222	0.530111111	0.314222222	-0.644777778	0.370777778	-0.012722222	0.405888889	-0.577888889
PAG1	0.6015	-0.246375	-0.6325	0.011125	0.319375	-0.403625	1.6865	1.1585	0.32975	0.29975	-0.7785
TLE1	0.377	-0.15675	-0.349	-0.74	-1.25825	-0.366	-1.43625	-1.30875	-0.669	-1.1565	-2.492
SLC26A7	-0.558333333	0.098	0.975333333	-0.190333333	0.13775	0.53275	0.6015	0.2235	0.6535	-0.0805	0.332
NBPF3	-1.057833333	-1.276166667	-1.4725	-0.8975	-1.183583333	-0.659833333	-0.94675	0.060916667	-1.18025	-0.024083333	-1.32575
TLE6	-0.9415	-0.8445	-0.1725	-0.59225	0.22175	-1.4715	1.17625	-0.98875	-0.66025	-1.197	-0.46575
NBPF1	-0.3895	-1.124	0.2235	-2.537	-1.008	-1.5005	-1.033	-1.3145	-0.3095	-0.6565	-0.072
TLE4	1.7267	0.2593	-0.112222222	-1.3306	-0.9878	0.4954	-0.7566	0.5716	0.0895	0.6261	0.6247
SPTA1	-5.941	-4.58675	-2.8645	-4.84075	-4.89275	-5.017	-5.31975	-5.5805	-5.214	-4.9055	-4.74875
SLC26A8	0.0466	0.668666667	0.401166667	0.5318	0.647833333	-0.0655	0.367	0.126666667	0.2285	-0.110833333	0.336
HGSNAT	1.155357143	0.6585	-0.588	0.339357143	1.456642857	0.980571429	1.4815	0.760714286	0.294285714	-0.163785714	-0.215571429
NUDT16L1	0.778	0.7029	0.325	1.4486	0.5281	0.6156	1.3996	-0.7033	-0.0246	0.0682	1.1727
LOC126075	0.581	-0.322	-0.5505	-0.001	-0.727	0.008	1.84	0.4665	-0.07075	1.09	1.1865
PLP1	-3.971	-3.1465	-1.676	-2.972	-3.9845	-3.25575	-3.48675	-4.11025	-3.1695	-3.55425	-3.0635
PLP2	0.6345	1.191	0.1025	-0.1645	-1.268666667	-0.142333333	1.095666667	1.559	1.825833333	0.7745	1.271833333
CACNA1G	-0.254571429	0.233625	0.343714286	0.52	-0.426	-0.32925	-0.008625	-0.55575	-0.285875	-0.9515	-0.243
CDC6	-0.837166667	-1.036166667	-0.782166667	-1.53	-0.352166667	-2.0405	-2.677	-1.208166667	-1.566333333	-0.766166667	-0.877166667
TNFSF13B	3.744333333	3.405833333	4.3515	4.2185	2.245166667	4.035	3.250333333	4.146	3.3645	3.6115	2.4995
C3orf52	2.2385	0.566	0.305125	0.614125	1.522	1.73325	1.618125	1.789125	2.01075	2.03725	0.395875
CLEC5A	2.636375	1.30125	1.48875	0.814625	0.619375	3.492375	1.572	1.78825	2.776375	1.48975	0.979875
TM9SF3	0.472	0.531	-0.852	0.064	1.227166667	-0.092666667	0.393	1.017166667	1.1325	0.559333333	-0.3575
KCNC2	0.3588	-0.128333333	-1.19825	-0.083	-0.048333333	-0.0175	-0.267	-0.082166667	0.264	0.277166667	0.176666667
CRYZL1	-0.204166667	-0.9935	-0.419833333	-0.139	-1.015	0.7465	0.951666667	-0.957333333	-0.637	-0.6485	-0.2875
TFPT	-0.30625	-0.631	-0.42575	0.18375	0.09325	0.972	-0.5125	0.68275	0.174	-0.10675	0.698
SERF2	0.851166667	0.528666667	0.854166667	0.760666667	0.597166667	1.167166667	0.770944444	0.265555556	0.585444444	0.323333333	0.274388889
FGF2	-2.0315	-1.01225	-0.91575	-0.3285	-1.63075	0.0215	-2.6185	-2.155	-1.685	-0.17925	-1.74625
PCDHB13	-0.204333333	0.4365	0.320666667	0.134666667	-0.52	-0.168	0.998	-0.03275	-0.54325	-0.477	0.73075
TM9SF4	-0.256875	-0.098	-0.396875	-0.679625	0.327625	0.470875	-0.733	0.402875	0.25225	0.0295	-0.05075
PCDHB11	0.137	0.269	-1.2385	-0.5435	-0.593	0.009	1.017	-0.3075	0.7255	0.263	0.418
PCDHB10	1.19125	0.3515	-1.296	-0.658	-0.27825	1.0565	1.14375	-0.50325	0.4615	0.839	1.37325
TM9SF1	-1.094	-0.654	-0.546	-0.462	0.21525	-1.17125	-0.854	-0.25	-0.708	-0.73675	-1.18875
PCDHB16	0.2355	-0.9645	-1.7202	-0.855333333	-0.433	0.136833333	2.917833333	0.067833333	-0.6955	-0.5045	-0.337
PCDHB15	-0.808	-0.278	-0.41175	-0.7405	-1.07525	-1.1335	-0.11925	-0.6575	0.3505	-0.9305	-0.49175
TFPI	-0.583285714	-2.211285714	0.503285714	-2.010214286	-1.799285714	-2.207857143	2.441642857	-1.7535	-0.742142857	-1.926285714	-2.339428571
TRIM36	-2.75575	-2.229125	-2.893	-1.494	-2.597625	-0.503125	-1.748875	-1.231	-2.150625	-2.14675	-0.905125
PCDHB18	-0.6305	-0.049	-0.26875	-0.16725	0.0565	-0.34875	-0.35175	-0.05425	0.2555	-0.55175	-0.292
RP11-125A7.3	-0.3971	-0.4576	-0.477444444	-0.7328	-0.6122	-0.7594	0.0239	0.588	-0.019	-0.1221	0.2552
PBK	-1.6745	-1.217	-1.18475	-1.85975	-1.76075	-0.6375	-3.715	-1.5835	-2.60625	-1.6855	-1.55125
C10orf11	0.337833333	-0.282	-0.027	3.303833333	1.1235	1.383666667	2.380333333	0.675	1.8745	-1.181166667	1.4235
C10orf12	-0.03325	-0.0175	0.147	-0.794	1.56475	0.287	-0.70675	1.69075	0.6155	-0.24275	0.4315
N4BP2	-0.81425	0.263875	-2.39375	0.87375	-0.057	-0.740625	-0.592	-0.64125	-0.64225	0.695125	0.031625
SRPX2	1.01325	1.553	1.32025	0.491	0.2865	0.24075	2.5285	3.14275	2.7955	1.23575	1.09575
C10orf18	-0.0879	-0.0792	-0.5814	-0.3481	-0.9687	0.8133	-0.0583	0.5875	-0.6657	-0.2376	-0.3284
NAT2	-0.185333333	-0.655	-0.242666667	-0.482	-0.206833333	2.457	0.6985	-0.196166667	0.006833333	-1.299666667	-0.084666667
NAT1	-0.484	-0.5581	0.6218	-0.2305	-0.1619	2.0286	2.1939	0.1738	0.4012	-0.4636	1.0351
MSRB3	0.2419	-0.2148	-1.452333333	0.2617	-0.5045	-0.7297	-0.9399	-0.2909	0.5765	0.0274	-0.2117
FLJ25371	0.3345	0.213	0.667	0.4485	0.265	0.5815	0.477	-0.0895	0.5715	-0.9015	0.142
NAT5	0.8595	1.67075	0.0555	1.33825	0.2315	0.6655	0.06075	0.9515	1.412	0.8175	-0.0945
FCER1A	6.0435	2.699	1.70425	1.7945	3.38875	3.01	5.82675	3.1175	3.0775	3.81325	1.986
DKFZP686E2158	-0.188666667	0.061166667	0.088166667	-0.439166667	0.573166667	-0.111166667	0.811166667	-0.066666667	0.659833333	0.0135	-0.048333333
WDR21C	0.4665	0.2775	1.284666667	0.665	-0.1475	1.18375	0.21575	0.1455	-0.0625	1.3465	0.318
TH1L	-0.0455	-0.33675	-0.32075	-0.834	0.723125	-1.027625	-1.6625	-0.508875	-1.234	0.37075	-1.42275
GOSR2	0.125416667	-0.00075	-0.021833333	0.57125	1.238416667	0.506333333	0.714666667	-0.283833333	-0.240333333	0.776333333	0.532583333
FAIM2	0.001166667	0.595333333	-0.158666667	0.452	0.414833333	0.593166667	0.517666667	-0.116	0.295333333	0.243833333	0.0795
FAIM3	0.751	0.6365	-0.172	1.559	-0.51	-0.275	0.4775	0.4605	0.903	0.087	0.7265
EEF1DP3	0.072	-0.29425	-0.036	0.1765	-0.13625	0.25925	0.76825	-0.15275	0.45925	-0.24975	-0.19875
CIZ1	-0.43975	-1.289875	-0.867875	-1.398	-1.20275	-1.33575	-1.301875	-0.6725	-1.268875	-0.963375	-1.27975
ZNRD1	-0.402	0.014	0.369166667	0.7855	0.3285	0.403833333	0.299666667	-0.064166667	0.738333333	-0.251	0.778333333
NR4A1	0.2825	-0.508666667	0.621	1.281666667	-0.318166667	-0.469833333	0.556	-0.0665	-0.724666667	-0.6585	-0.199
SDC1	3.750416667	2.10575	1.946583333	1.277083333	1.968666667	0.849583333	3.151583333	3.378833333	2.979416667	2.7465	1.131583333
CEND1	0.358125	0.601625	0.08175	0.60975	0.127	0.511125	0.407875	0.65725	0.566625	0.52175	0.48275
CCBL1	-0.64	-1.426	-1.654	-1.429	-2.1265	-1.1935	-1.1095	-1.517	-1.7315	-1.683	-0.3895
CCBL2	0.924625	0.69025	-0.700875	-0.0575	0.285125	0.55675	0.376	-0.095	0.26425	0.434125	0.223375
KCNC4	-0.068333333	0.174666667	-1.213	0.369166667	-0.024333333	1.303833333	0.315166667	0.437166667	0.509166667	0.214833333	0.159333333
SDC3	0.664166667	-1.036333333	-0.372166667	-0.829	-0.2955	-0.849	-1.010666667	-0.488333333	-1.141	0.0455	-1.312166667
KCNC1	-2.044	-0.4065	NA	-1.084	2.692	-1.3815	-2.38	-1.671	-1.442	-0.2005	-0.3875
COX5B	0.04425	0.77725	2.613	0.53975	0.781	0.453	0.0795	0.32025	0.29875	0.676	2.00075
KCNC3	-0.10325	0.5475	0.3845	0.5455	0.85875	0.90425	-0.738	0.1205	0.011	1.057	-0.0195
TMIE	0.823333333	-0.086333333	-0.682833333	-0.505666667	-0.000833333	1.609333333	0.916	1.56	1.0135	1.396666667	0.382833333
KIAA2022	0.767333333	-0.411	-0.141	-0.854	2.723333333	-0.179166667	2.609333333	-1.561833333	-0.983333333	-0.591	-1.031833333
KIAA2026	0.382	-0.4225	0.126	-0.8985	0.1605	0.709	-0.054	1.012	0.022	0.6015	0.0625
NGFR	0.153125	0.559625	0.22375	1.428375	2.24675	2.75125	-0.924625	1.457125	1.109375	-0.564142857	-0.025875
ZNF677	-1.187	0.176	1.113	-0.445	0.207	-1.2555	-0.7285	0.025	0.2815	-1.15	-0.0325
CFHR3	2.324	1.257	0.654	1.877	1.0445	0.799	5.2935	3.9195	4.4795	2.839	3.185
CPSF6	0.298125	-0.2855	0.127	-0.021375	-0.133	0.53975	-0.254625	-0.014125	-0.11975	0.662375	0.215375
CPSF4	-0.65425	-0.53625	-0.52675	0.081	1.174	-0.8085	-0.66575	0.2115	-0.1865	0.00825	-0.36825
CPSF3	-0.417666667	-1.4195	0.434166667	-0.59	0.575	-0.463333333	-0.455333333	-0.152833333	-1.207666667	-0.612166667	-1.769
CPSF2	-0.657375	-0.742375	-1.211666667	-0.472125	-0.219	-1.4365	-1.056625	-0.287	-0.529375	-0.8055	-0.616
CPSF1	-1.050166667	-2.069833333	-1.596833333	-1.1295	-1.632166667	-0.904833333	-1.252333333	-0.9565	-1.357666667	-1.309666667	-1.122166667
BMP8A	0.0225	0.258	1.0345	0.208	0.322	0.9845	0.0045	0.4135	0.0695	-1.039	-0.2135
OR1A1	0.608166667	0.085833333	0.5388	0.108166667	0.453	0.481	0.445166667	0.139666667	0.2835	0.330166667	0.439833333
TA-NFKBH	-0.47025	0.32325	0.71325	0.85325	-0.0055	1.04825	0.09375	0.518	-0.02625	0.0095	0.22575
NMT1	0.23025	-0.339	0.1845	-0.66	-0.08825	-0.17975	-0.70775	-0.18625	-0.7625	0.597125	-0.07325
MAD1L1	0.154666667	-1.113333333	-1.575333333	-0.6705	-0.961	0.3155	-1.2105	0.6525	-0.1935	-0.811333333	-1.118166667
AGPAT4	-0.8297	-0.5333	-1.0404	0.143	-1.2076	1.547	-1.2576	-0.3718	-0.1574	-0.3381	-1.2224
ACAA2	-1.29525	-1.44275	-0.517375	0.7325	0.165	0.308	0.003125	-0.81175	-0.502625	-1.347125	-0.260875
ACAA1	-0.4419	-0.5659	-0.9558	-0.8202	-0.8875	-0.634	0.1065	-0.3447	-0.6473	-0.6179	-0.9395
MUM1L1	2.04625	-0.399	-0.91	-1.554333333	-1.06525	0.08325	-1.5755	0.2775	-0.387	-0.42375	-1.3085
OR3A1	0.13625	0.49525	-0.2125	0.87675	0.03875	-0.10425	0.71775	-0.0495	0.74075	-0.24675	0.1915
OR3A2	-0.802	-0.0465	-1.894	0.69	-0.097	-0.5155	-0.459	-0.49	1.455	-0.2315	-1.1115
OR3A3	0.3965	0.792	0.765	-0.138	0.395	0.5745	0.866	0.3305	0.8375	0.3835	0.9175
SIPA1L1	-0.291	-0.5365	-0.628625	-0.76125	1.123125	-0.734375	-0.9385	0.6985	0.00825	0.275625	-0.6535
APCS	-0.0525	0.26575	-1.2115	0.17575	0.65675	0.2575	0.15575	0.29975	0.295	0.019	0.0065
FAM100B	0.91625	0.486	0.58475	0.30075	0.1615	0.55175	0.28325	0.852	-0.0575	1.602	-0.64125
SIPA1L2	1.67325	0.92575	0.806	-1.58175	1.184	-2.16475	-0.8585	1.00025	-0.11475	1.86125	-0.2205
WHSC1	-1.28105	-1.54665	-1.41475	-1.06925	-1.23245	-1.10685	-1.67055	-1.2929	-2.27435	-1.25965	-1.29535
TTLL5	-1.246166667	-1.296166667	-1.349833333	-0.572333333	-0.784666667	-0.864166667	-1.616666667	0.037333333	-0.704	-1.187	-1.075666667
TTLL4	-1.017625	-1.412375	-1.342375	0.177125	-1.157875	-0.063	-1.326	-0.718625	-1.324	-0.65825	-1.48075
TTLL7	0.1025	0.531555556	-0.971333333	1.8407	0.3645	-1.4266	-1.3027	-0.4968	-1.6776	0.067	0.3323
LTBP4	0.289666667	0.652	-0.545833333	-0.038833333	0.239	0.477833333	0.094666667	0.7285	0.119333333	-0.565166667	0.567666667
LTBP3	0.320333333	0.571333333	-0.192833333	0.293333333	-0.553833333	0.271166667	0.220166667	0.827166667	0.458833333	0.158166667	0.069
LTBP2	2.3473125	1.4085625	0.3723125	1.072125	0.984875	2.3193125	2.4311875	2.5329375	2.33925	1.67775	1.5829375
ARIH1	0.9025	0.3235	-0.0185	-0.193	0.406	0.531	-0.3835	-1.0205	0.283	0.3615	0.024
EPS15	0.53725	0.6675	0.3455	0.503916667	-0.000583333	0.8085	0.480666667	0.907333333	0.797416667	0.33425	0.1565
PERQ1	-0.362875	-0.242125	-0.822	0.258	0.365875	0.078375	-0.5245	-0.00425	-0.614375	0.290875	-0.556875
QKI	0.589772727	0.37345	-1.039315789	0.246772727	-0.126545455	1.643727273	-0.7695	0.240136364	0.221954545	0.453590909	0.1715
SAMD4B	0.7245	-0.1775	-0.14725	-0.6225	1.26225	0.4055	-0.84225	0.5675	-0.07025	0.69	0.4005
SUFU	-0.23125	-0.061	-0.685090909	-0.2255	-0.0425	0.480166667	-0.042166667	0.567333333	0.175416667	-0.155666667	-0.19625
PLA2G4C	1.798666667	1.116	0.185333333	0.510333333	0.639166667	2.2995	0.869	2.810166667	1.649833333	1.205666667	0.740666667
PLA2G4B	2.065333333	1.275833333	2.310666667	1.002166667	0.529833333	0.827	0.7465	1.004	1.056833333	0.870166667	0.683333333
PLA2G4A	-2.735	-0.263	-1.86775	-3.987	-2.5255	-1.478	-1.20625	-2.928	-0.42275	-3.98375	-1.411
CLIC1	0.3495	0.3475	-0.276333333	0.5315	-0.1185	-0.383166667	0.033833333	0.0415	0.737833333	0.167833333	0.330166667
PLA2G4F	2.535166667	0.7	0.575166667	0.614833333	0.190166667	1.096	1.219833333	1.106333333	0.1935	0.699833333	0.737666667
PLA2G4E	0.889	0.6335	-1.852	0.0145	-0.1955	0.357	0.0025	0.972	0.659	0.8045	0.052
PLA2G4D	0.9235	0.998666667	0.7515	0.84	0.833166667	1.032666667	0.784	0.441833333	0.804666667	0.492666667	0.747333333
SLC35F5	0.323	1.26925	1.17825	1.911	2.74025	0.29525	2.10875	0.94975	1.3955	1.891	1.51825
OR8H1	-0.132	0.33425	0.7265	-0.1335	0.5165	0.19075	0.7335	-0.0295	0.04325	0.007	-0.045
OR8H2	0.676	0.5705	0.632	0.1365	0.5905	0.735	0.8115	0.149	0.2485	0.119	0.069
OR8H3	-0.2465	0.535	-1.0405	0.415	0.481	0.6475	0.807	0.1795	0.3925	0.67	-0.058
SLC35F1	-2.11	-0.9935	-0.55875	-1.06475	-1.41425	-2.038	-1.6585	-1.87875	-1.39675	-2.06325	-1.05
SLC35F3	2.71575	3.545	0.52075	-1.7405	-1.0025	1.17575	1.1545	0.1275	-0.975	3.629	1.51875
SLC35F2	-2.353875	-0.947375	-0.534875	-2.2975	-2.5765	1.439875	0.286	-0.047875	0.72	-0.987875	-1.256
MBD5	-0.833	-1.14	-1.466666667	-0.58075	-0.62175	-1.3835	0.14925	-0.44825	-0.73225	-1.5765	-0.853
MBD4	1.052	0.32825	0.9915	0.182	1.06425	0.77825	-0.122	0.30325	0.8165	0.80125	0.2695
CMTM8	1.2865	1.75125	0.9805	1.35025	1.8005	0.58575	2.9175	1.158	0.8765	0.9545	2.26425
MBD6	0.27625	0.23575	1.246	0.0735	0.15875	-0.591	-0.20175	0.80225	0.14425	0.0535	0.19275
MBD1	0.1183	0.0691	-0.6843	-0.5286	-0.1074	-0.0944	-0.3234	-0.3598	-0.4832	0.5683	-0.8379
MBD3	0.0708	-0.4335	-0.655777778	-0.6534	-0.9701	-0.4088	-1.4292	-0.5402	-1.2904	-0.2136	-1.1949
MBD2	0.348333333	-0.13	0.3034	-1.031	-0.1965	-0.440666667	-0.848	0.202	-0.362666667	0.719166667	-0.3575
CMTM2	0.09625	0.182	0.1165	0.11225	0.1365	0.25425	1.044	0.66975	0.92925	-0.27025	0.19525
CMTM3	-0.255375	-1.188625	-0.28625	-0.786625	-1.815125	-0.922	0.262125	-0.760875	0.8395	-0.419375	-0.5125
CMTM1	-0.225166667	-0.1005	-1.2436	0.310333333	-0.173	0.862	1.158166667	0.072833333	0.163833333	-0.9035	0.021333333
CMTM6	1.073375	0.510375	-0.71375	-0.199875	1.124	1.93625	1.04875	1.308875	1.645	0.800625	0.673875
1-Dec	-0.216	0.358	0.6075	0.4915	0.216	-0.178	-0.1305	0.049	0.067	0.1855	0.677
FAM126B	0.38525	0.61275	-0.93975	0.2345	0.4065	0.771	0.75675	1.32025	1.3425	1.03325	0.252
MLPH	-0.745875	-3.566125	-3.438857143	-2.58075	-2.710875	-3.331125	-0.0435	-1.966125	-2.783125	-3.422	-3.347
TSPAN18	2.854166667	0.495833333	-1.186333333	-0.826666667	-1.215833333	-1.525666667	-2.181	-0.836	-0.697833333	0.952166667	1.316333333
TSPAN19	-2.56125	-0.89125	-0.9795	-0.98125	1.12225	2.198	3.801	-2.24725	-1.37325	-3.757666667	-0.969
AGPAT1	-0.654	-0.368333333	0.1895	0.031	0.106333333	-0.805333333	-0.1795	-0.403	-0.732833333	-0.285833333	-0.110833333
COL11A2	-1.3135	-0.014	-0.4355	0.4925	1.086	-0.1385	-1.0545	-1.745	-0.9735	-1.361	-1.1425
KIAA0182	-1.366	-1.626166667	-1.253333333	-0.65175	-1.6585	-0.2675	-0.936583333	-1.399666667	-1.744666667	-1.7915	-1.884416667
TSPAN10	1.095375	1.6255	-0.43225	2.070875	-0.245375	1.390625	0.94525	1.044125	1.166375	1.019	1.07975
TSPAN11	0.2885	0.524	0.624	0.921	0.2025	2.6735	1.0275	0.0485	0.3045	0.2335	0.128
TSPAN12	1.358875	-0.332875	0.4195	2.196625	2.121625	-0.27825	3.43275	0.621625	0.473625	-0.00725	0.68825
TSPAN13	2.0515	0.72225	0.14775	0.56575	3.2985	-0.37525	2.5795	1.1715	1.003	0.153	0.21625
TSPAN14	1.2835	0.955	-0.079222222	-0.0125	0.1123	0.9144	0.404	0.8504	0.9656	0.3242	0.3185
TSPAN15	1.3697	0.2783	0.6013	0.0525	0.4737	1.605	3.4492	1.7138	2.8336	0.9771	0.7411
TSPAN16	-1.19	-0.1675	-0.077	0.34	-0.1755	0.1645	-0.6945	0.184	-0.57	-0.927	0.0855
TSPAN17	0.287666667	0.0015	-0.097833333	0.069	-0.201333333	-0.312166667	0.819666667	0.571333333	-0.0295	-0.120666667	0.969666667
REXO1	0.036	0.519	0.169	0.094	-0.0155	0.2355	-0.3185	-0.2425	0.332	0.383	0.2635
REXO2	-0.08325	-0.28325	-0.80275	-0.09475	0.581	-1.08	-0.203	0.431	0.2205	-0.705	-0.221
REXO4	-0.10775	-0.54325	-0.28075	-0.244	-1.2845	-0.92175	-1.134	-0.557	-0.4115	0.00175	-0.6215
SLC25A19	-0.628166667	-0.635333333	0.545666667	0.351	-0.388166667	-0.161333333	-0.918333333	-0.728333333	-0.856666667	-0.4895	-0.345833333
SLC15A3	2.643	1.661	2.46075	2.13975	1.14125	3.282	1.82375	4.30225	2.909	2.453	0.94375
SLC25A17	0.1475	0.07325	-1.9185	-0.20325	0.7415	0.23925	0.37775	-0.393	0.4245	-0.05975	0.07225
ECEL1P2	1.30675	0.01325	-2.2	-0.3065	0.1945	2.0105	-0.096	-0.18275	-1.4095	-0.74575	-0.82875
SLC25A15	-0.785	-1.05875	-0.344	-0.30675	-0.96425	-1.49475	-1.10825	-1.15225	-1.26025	-0.96775	-0.089
SLC25A14	0.08825	0.7485	0.16525	0.75475	0.83175	0.70525	0.2565	-0.389	-0.04925	0.494	1.428
SLC25A13	-0.1825	-0.2954	-0.328	-0.0095	0.9227	0.1496	-0.9076	-0.1825	-0.0832	0.4209	-0.059
SLC25A12	-0.74075	0.166125	-0.475875	-0.136875	-0.126625	-0.7295	-0.6485	-0.363	-0.21475	-1.06625	-0.2825
SLC25A11	-0.30075	-0.23925	-1.274	-0.3625	-0.672	-0.2735	-0.8095	-0.497	-0.8395	0.16025	0.086
SLC25A10	-0.192833333	-0.359166667	-0.342666667	-0.132833333	-0.144333333	-1.077	-0.550333333	-1.272833333	-1.532333333	-0.328666667	-0.060833333
FLJ38723	0.9575	0.2515	-1.7605	3.351	0.3385	5.113	0.7765	1	0.9085	2.1985	0.533
TUBA3C	0.109833333	0.0745	-0.214666667	-0.717833333	-0.726666667	0.303333333	-1.363666667	-0.360166667	-0.190833333	-0.448666667	0.060666667
LSR	1.219	1.2685	0.41275	1.26175	0.8175	1.54725	1.845	2.21425	1.806	1.2525	1.56575
SMCHD1	0.0918	-0.4944	-1.625666667	-0.7959	-1.5424	-0.4411	-1.0888	0.3201	-0.9406	0.5576	-0.8152
STAT3	0.9034375	0.4045	-0.2884375	-0.3921875	0.7260625	0.335625	1.1715	0.716375	0.7845	0.43225	0.527125
CCDC14	-0.74125	-1.557	-0.976	-0.744	-1.97725	-0.44825	-1.32225	-0.3695	-1.3305	-0.173	-1.45975
AGTRL1	0.386833333	0.474	-1.0845	0.064	0.050166667	0.084	0.0855	0.268333333	0.0645	0.874333333	-0.070333333
CCDC16	0.2145	0.54675	1.055	0.6375	0.67125	0.0465	1.13675	-0.24075	-0.0075	0.88125	0.52125
CCDC17	-1.1825	-0.59	-0.33875	-0.42925	0.27375	-0.78825	2.288	0.0175	-0.04225	-1.18625	-0.83375
LAD1	3.197	3.071833333	2.533666667	1.406	1.221166667	2.336	1.997166667	3.6595	2.829333333	2.125333333	1.223833333
CCDC11	1.888	0.20275	-0.16725	-0.82375	-0.4445	0.3775	3.075	-1.2335	-0.88525	2.65975	-1.105
NDUFA12	0.566333333	0.526666667	1.103333333	0.734666667	0.034833333	0.798	-0.373833333	0.330833333	0.4585	0.320666667	0.484833333
NDUFA13	-0.2345	0.8635	0.392166667	0.823	0.751	1.043833333	0.267666667	-0.862666667	-0.933	0.560333333	1.865833333
CCDC18	-2.103	-0.89	-1.888	-2.168	-1.875	-1.609	-3.116	-1.1995	-2.0705	-2.5685	-2.757
CCDC19	0.421833333	-0.173666667	-0.7468	-0.448	0.751	1.430833333	2.81	0.634833333	0.3295	-0.363666667	-0.156333333
RBPJL	1.312	0.321	-2.527	-0.0435	0.014	-0.061	0.5105	0.102	0.2635	-0.368	0.21
TMUB1	-0.8455	-0.317333333	-0.943833333	-0.638666667	-0.492333333	-1.419833333	-0.822166667	-0.099166667	-0.410166667	-0.967833333	-0.869166667
TMUB2	-0.060625	0.00175	0.292	0.022625	-0.408625	-0.28175	0.21	-0.21175	-0.4785	0.415125	0.362625
